# Frozen sample - do not edit by hand, do not re-draw without --force.
# seed=20260820  n=500  frame_size=2362322
# snapshot=BasicCompanyDataAsOneFile-2026-08-01.zip
# snapshot_sha256=dd625ad9b37c023c3cd8d942467d0a8348608bee15c13a4a9db1927e7ff23c21
# numpy=2.4.4 (default_rng/PCG64)
# stratified on sector_group x size_band (20 cells), proportional allocation.
# age_band is recorded but NOT stratified on.
# exclusions applied in order (removed -> remaining):
#   all rows in snapshot: removed 0 -> remaining 5695465
#   CompanyStatus = 'Active': removed 505001 -> remaining 5190464
#   SIC present: removed 216285 -> remaining 4974179
#   SIC not 99999 / 74990: removed 137480 -> remaining 4836699
#   accounts not DORMANT: removed 476051 -> remaining 4360648
#   SIC division is supplier-like: removed 1998326 -> remaining 2362322
# no generated-at timestamp on purpose: the same seed must give a byte-identical file.
company_number,company_name,reg_address_line1,reg_post_town,reg_postcode,sic_code,sic_text,accounts_category,incorporation_date,sector_group,size_band,age_band,holdout
16696519,GENTSROOM GROUP LTD,ROTOR TECHNICAL SERVICES NEW WORKS ROAD,BRADFORD,BD12 0QP,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,05/09/2025,wholesale_retail,unknown,young,False
16703902,S & M HOUSE MAINTENANCE LTD,C/O MATINE & CO ACCOUNTANTS 5A,LONDON,NW2 3NB,41202,Construction of domestic buildings,NO ACCOUNTS FILED,09/09/2025,construction_trades,unknown,young,False
16735571,TRAVEL RECORDS LTD,38 ASH HILL ROAD,TORQUAY,TQ1 3JD,46110,"Agents selling agricultural raw materials, livestock, textile raw materials and semi-finished goods",NO ACCOUNTS FILED,22/09/2025,wholesale_retail,unknown,young,False
16737735,PENDEFORD PARK LIMITED,4 BIRCHLEY ESTATE,OLDBURY,B69 1DT,41100,Development of building projects,NO ACCOUNTS FILED,23/09/2025,construction_trades,unknown,young,False
16740799,AURA & AROMA LTD,92 WOODCROFT,HARLOW,CM18 6YA,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,24/09/2025,wholesale_retail,unknown,young,False
16764179,SUGEON LTD,FLAT C5,SHEFFIELD,S1 4NP,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,06/10/2025,wholesale_retail,unknown,young,False
16773338,PLACEMENT VAULT LTD,1 HOLLY AVENUE,RIPLEY,DE5 3PP,78109,Other activities of employment placement agencies,NO ACCOUNTS FILED,08/10/2025,business_services,unknown,young,False
16782290,B.LFLORISTRY LTD,98 ST. PAUL STREET,LONDON,N1 7DF,47760,"Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",NO ACCOUNTS FILED,13/10/2025,wholesale_retail,unknown,young,False
16785948,THAMES VALLEY STORAGE LTD,12 TRINITY CLOSE,HOUNSLOW,TW4 7BE,52101,Operation of warehousing and storage facilities for water transport activities,NO ACCOUNTS FILED,15/10/2025,transport_logistics,unknown,young,False
16786308,SBA-SPI LIMITED,2 CLARIDGE COURT,BERKHAMSTED,HP4 2AF,70229,Management consultancy activities other than financial management,NO ACCOUNTS FILED,15/10/2025,business_services,unknown,young,False
16791557,GOLDENMARK GIFTS LIMITED,16 MEADOWSWEET ROAD,NORTHAMPTON,NN5 4AS,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,17/10/2025,wholesale_retail,unknown,young,False
16802691,MEDIREC LTD,128 CITY ROAD,LONDON,EC1V 2NX,78109,Other activities of employment placement agencies,NO ACCOUNTS FILED,22/10/2025,business_services,unknown,young,False
16804815,PRIVAPAY LTD,71-75 SHELTON STREET,LONDON,WC2H 9JQ,62012,Business and domestic software development,NO ACCOUNTS FILED,23/10/2025,business_services,unknown,young,True
16806518,RIGHTLY MANAGED LIMITED,"FLAT 2, 5",LOUGHBOROUGH,LE11 2AE,70229,Management consultancy activities other than financial management,NO ACCOUNTS FILED,23/10/2025,business_services,unknown,young,False
16816197,LBC TRADING LTD,77 MEON CRESCENT,EASTLEIGH,SO53 2PA,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,28/10/2025,wholesale_retail,unknown,young,False
16818429,BIGSELLE LIMITED,27 RECREATION CRESCENT,LEEDS,LS11 0AJ,52243,Cargo handling for land transport activities,NO ACCOUNTS FILED,29/10/2025,transport_logistics,unknown,young,False
16827881,FENIXXA IMPACT CONSULTING LTD,5 BRAYFORD SQUARE,LONDON,E1 0SG,70221,Financial management,NO ACCOUNTS FILED,03/11/2025,business_services,unknown,young,False
16832983,VELANTIS LTD,17 GREEN LANES,LONDON,N16 9BS,46900,Non-specialised wholesale trade,NO ACCOUNTS FILED,05/11/2025,wholesale_retail,unknown,young,False
16844439,ABSATOP CONSULTING LTD,"UNIT 3, OFFICE A,1ST FLOOR",LONDON,EC3R 8EE,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,10/11/2025,wholesale_retail,unknown,young,False
16846314,KEOINNOVATIONS LTD,12 ARNE CLOSE,CASNEWYDD,NP19 9NF,47290,Other retail sale of food in specialised stores,NO ACCOUNTS FILED,11/11/2025,wholesale_retail,unknown,young,False
16854706,NOVA NEURON LTD,23A LAUD STREET,CROYDON,CR0 1SW,62020,Information technology consultancy activities,NO ACCOUNTS FILED,13/11/2025,business_services,unknown,young,False
16856027,MARK SMITH ELECTRICAL LIMITED,8 MARSDEN PARK JAMES NICOLSON LINK,YORK,YO30 4WX,43210,Electrical installation,NO ACCOUNTS FILED,14/11/2025,construction_trades,unknown,young,False
16861105,VADMALL LIMITED,FFT REEDHAM HOUSE,MANCHESTER,M3 2PJ,70229,Management consultancy activities other than financial management,NO ACCOUNTS FILED,17/11/2025,business_services,unknown,young,False
16861861,ICONIQ RENEWABLES LIMITED,25 GROSVENOR ROAD,WREXHAM,LL11 1BT,41100,Development of building projects,NO ACCOUNTS FILED,17/11/2025,construction_trades,unknown,young,False
16864677,SANCTUARY GARDEN ROOMS LIMITED,6 PARKSIDE COURT,LICHFIELD,WS13 7FE,41202,Construction of domestic buildings,NO ACCOUNTS FILED,19/11/2025,construction_trades,unknown,young,False
16879015,YASH TEXTILES LTD,87A WALSALL STREET,WILLENHALL,WV13 2EU,13923,manufacture of household textiles,NO ACCOUNTS FILED,27/11/2025,manufacturing,unknown,young,False
16891136,HWHJ CONSULTING LIMITED,CORNER OAK,SOLIHULL,B91 3QG,70221,Financial management,NO ACCOUNTS FILED,04/12/2025,business_services,unknown,young,False
16898885,ROCKBOURNE PROPERTIES LIMITED,SCOTS HOUSE,SALISBURY,SP1 3TR,41100,Development of building projects,NO ACCOUNTS FILED,09/12/2025,construction_trades,unknown,young,False
16903065,LAGARTO LTD,72 TOWN GATE,BRADFORD,BD12 9JB,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,10/12/2025,wholesale_retail,unknown,young,False
16919726,TNG OPTICAL LIMITED,30 DRAYTON COURT,LONDON,SW10 9RH,47782,Retail sale by opticians,NO ACCOUNTS FILED,18/12/2025,wholesale_retail,unknown,young,False
16926805,"DATA CREST GROUP CO., LTD",61 BRIDGE STREET,KINGTON,HR5 3DJ,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,22/12/2025,wholesale_retail,unknown,young,False
16935084,BROTHERS CONSULTANCY LIMITED,271 HIGHSTREET,BERKHAMSTED,HP4 1AA,70229,Management consultancy activities other than financial management,NO ACCOUNTS FILED,30/12/2025,business_services,unknown,young,False
16941180,TRANISS GROUP LTD,89 PYM COURT,CAMBRIDGE,CB1 3FB,46900,Non-specialised wholesale trade,NO ACCOUNTS FILED,04/01/2026,wholesale_retail,unknown,young,False
16965217,LMC20 LIMITED,143 CHESTER ROAD,WATFORD,WD18 0RE,41201,Construction of commercial buildings,NO ACCOUNTS FILED,15/01/2026,construction_trades,unknown,young,False
16977120,GMC EVENTS LTD,71-75 SHELTON STREET,LONDON,WC2H 9JQ,82302,Activities of conference organisers,NO ACCOUNTS FILED,21/01/2026,business_services,unknown,young,False
16983135,MRC BUILDING & REFURBISHMENT LTD,30 CONNAUGHT AVENUE,KIDDERMINSTER,DY11 6LT,41100,Development of building projects,NO ACCOUNTS FILED,23/01/2026,construction_trades,unknown,young,False
16987355,ARISTO CAPITAL LTD,"40, CHEETHAM HILL SHOPPING CENTRE, UNIT 18",MANCHESTER,M8 5EL,45112,Sale of used cars and light motor vehicles,NO ACCOUNTS FILED,26/01/2026,wholesale_retail,unknown,young,False
16990003,ATEAM WARDOBES LTD,HADFIELD HOUSE,STOCKPORT,SK4 1RR,41202,Construction of domestic buildings,NO ACCOUNTS FILED,27/01/2026,construction_trades,unknown,young,False
17015298,MEKYNS COLLECTION LTD,3A STAFFORD ROAD STAFFORD ROAD,TELFORD,TF2 6JH,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,05/02/2026,wholesale_retail,unknown,young,False
17024925,GEARSUM LTD,843 UXBRIDGE ROAD,HAYES,UB4 8HZ,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,10/02/2026,wholesale_retail,unknown,young,False
17030245,BORSUK CONSULTING LIMITED,11 NEW CHAPEL ROAD,PENISTONE,S36 9AG,74909,"Other professional, scientific and technical activities n.e.c.",NO ACCOUNTS FILED,12/02/2026,business_services,unknown,young,True
17030956,A&F TRAINING AND CONSULTING LTD,28 WOODLAND DRIVE,HOVE,BN3 6DL,70229,Management consultancy activities other than financial management,NO ACCOUNTS FILED,12/02/2026,business_services,unknown,young,False
17036146,MRE ELECTRICAL CONTRACTORS LTD,11 FLAG WALK,WATERLOOVILLE,PO8 8LE,43210,Electrical installation,NO ACCOUNTS FILED,16/02/2026,construction_trades,unknown,young,True
17049959,NIGHTWIND AI LTD,71-75 SHELTON STREET,LONDON,WC2H 9JQ,62012,Business and domestic software development,NO ACCOUNTS FILED,24/02/2026,business_services,unknown,young,True
17061522,UNIVANTAGE LIMITED,149 BURGESS ROAD,SOUTHAMPTON,SO16 7AA,62020,Information technology consultancy activities,NO ACCOUNTS FILED,01/03/2026,business_services,unknown,young,False
17075633,DB TALENT LTD,FLAT 157 MILLBROOK STUDIOS,HARLOW,CM20 2UN,70229,Management consultancy activities other than financial management,NO ACCOUNTS FILED,06/03/2026,business_services,unknown,young,False
17080812,EAST LINDSEY FLOORING LTD,14 LINCOLN ROAD,SKEGNESS,PE25 2RZ,47530,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",NO ACCOUNTS FILED,09/03/2026,wholesale_retail,unknown,young,False
17106998,BIRCHDALE CYBER CONSULTING LTD,5 BIRCHDALE BARNS WATERLOO LANE,FRODSHAM,WA6 6JH,62020,Information technology consultancy activities,NO ACCOUNTS FILED,20/03/2026,business_services,unknown,young,False
17120315,PROSPECT ONE LTD,248 BENHAM HILL,THATCHAM,RG18 3AH,82990,Other business support service activities n.e.c.,NO ACCOUNTS FILED,27/03/2026,business_services,unknown,young,False
17122743,UPS BATTERY INSTALLATION AND MAINTENANCE LTD,3 PRINCESS AVENUE,ROCHDALE,OL12 9HT,43210,Electrical installation,NO ACCOUNTS FILED,27/03/2026,construction_trades,unknown,young,False
17122854,W RICHARDS BRICKWORK LTD,114 ALMA ROAD,SHEERNESS,ME12 2PE,41202,Construction of domestic buildings,NO ACCOUNTS FILED,28/03/2026,construction_trades,unknown,young,False
17130546,LUKASWAY LTD,MERCER HOUSE 780A,OLDBURY,B68 0PJ,49410,Freight transport by road,NO ACCOUNTS FILED,01/04/2026,transport_logistics,unknown,young,False
17152253,MEIVA’S LIMITED,29 AFRICA DRIVE,SOUTHAMPTON,SO40 4UF,49410,Freight transport by road,NO ACCOUNTS FILED,12/04/2026,transport_logistics,unknown,young,False
17157446,BELTESHAZZAR LTD,35 CARLTON ROAD,SALFORD,M6 7EW,78200,Temporary employment agency activities,NO ACCOUNTS FILED,14/04/2026,business_services,unknown,young,False
17161766,TAYDUL LTD,71-75 SHELTON STREET,LONDON,WC2H 9JQ,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,16/04/2026,wholesale_retail,unknown,young,False
17170278,PRIMO DIRECT LIMITED,5 PASADENA INDUSTRIAL ESTATE,HARLOW,CM20 2SL,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,20/04/2026,wholesale_retail,unknown,young,False
17172450,VIP ROAD SERVICES LTD,23 GRAFTON ROAD,DAGENHAM,RM8 3EP,49390,Other passenger land transport,NO ACCOUNTS FILED,21/04/2026,transport_logistics,unknown,young,True
17175178,THE TRADERS YARD LTD,6 KINGSBRIDGE END,HOOK,RG27 9QQ,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,22/04/2026,wholesale_retail,unknown,young,False
17189660,PHARMETRIC LTD,66 PAUL STREET,LONDON,EC2A 4NA,62090,Other information technology service activities,NO ACCOUNTS FILED,29/04/2026,business_services,unknown,young,False
17212690,GARETH DAVIES INTERIORS LTD,HIGHMEAD,BRIDGEND,CF31 4AZ,74100,specialised design activities,NO ACCOUNTS FILED,12/05/2026,business_services,unknown,young,False
17217366,GO FRESH TRANSPORT LTD,ONE NORTH PORTWAY,NORTHAMPTON,NN3 8RD,49410,Freight transport by road,NO ACCOUNTS FILED,13/05/2026,transport_logistics,unknown,young,False
17240384,THE FUTURE VIBE LTD,71-75 SHELTON STREET,LONDON,WC2H 9JQ,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,25/05/2026,wholesale_retail,unknown,young,True
17250681,INDELIBLE FINE ART LTD,9-10 JEW STREET,BRIGHTON,BN1 1UT,47781,Retail sale in commercial art galleries,NO ACCOUNTS FILED,29/05/2026,wholesale_retail,unknown,young,False
17252896,IDEA NOVA LTD,SULLIVAN COURT WESSEX WAY,WINCHESTER,SO21 1WP,22290,Manufacture of other plastic products,NO ACCOUNTS FILED,01/06/2026,manufacturing,unknown,young,False
17269138,ANGELICARE LIMITED,64 ALASTAIR ROAD,STOKE-ON-TRENT,ST4 5BH,78200,Temporary employment agency activities,NO ACCOUNTS FILED,08/06/2026,business_services,unknown,young,False
17270729,FATHIMA GLOBAL LIMITED,620A-620B ROMFORD ROAD,LONDON,E12 5AQ,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,09/06/2026,wholesale_retail,unknown,young,False
17274097,FOXCARS LTD,12 LEASIDE,DUNSTABLE,LU5 5RF,45112,Sale of used cars and light motor vehicles,NO ACCOUNTS FILED,10/06/2026,wholesale_retail,unknown,young,False
17281056,A P M DRY LINING LTD,13 HANLON CLOSE,BOURNEMOUTH,BH11 8EG,41201,Construction of commercial buildings,NO ACCOUNTS FILED,18/06/2026,construction_trades,unknown,young,False
17288906,TAMOURA LIMITED,UNIT 8 EVITA HOUSE,LEICESTER,LE5 3BF,10822,Manufacture of sugar confectionery,NO ACCOUNTS FILED,19/06/2026,manufacturing,unknown,young,True
17291019,SARRJ MART ENTERPRISE LTD,6 WRENBURY DRIVE,BILSTON,WV14 7BS,47910,Retail sale via mail order houses or via Internet,NO ACCOUNTS FILED,20/06/2026,wholesale_retail,unknown,young,False
17307623,NEW TECHNOLOGY UK LIVESTOCK AND FEED LTD,10 PARK PLACE,MANCHESTER,M4 4EY,46110,"Agents selling agricultural raw materials, livestock, textile raw materials and semi-finished goods",NO ACCOUNTS FILED,29/06/2026,wholesale_retail,unknown,young,False
17308348,EXPERTS FORGE GROUP LTD,37 EVERGREENS CLOSE,SWINDON,SN3 4HN,62012,Business and domestic software development,NO ACCOUNTS FILED,30/06/2026,business_services,unknown,young,False
17310068,HECHT MONTGOMERY LIMITED,FOX COURT 14 GRAY'S INN ROAD,LONDON,WC1X 8HN,69102,Solicitors,NO ACCOUNTS FILED,30/06/2026,business_services,unknown,young,False
17313877,AJE TECH LTD,5 OTTAWA HOUSE,HAYES,UB4 9HJ,62012,Business and domestic software development,NO ACCOUNTS FILED,01/07/2026,business_services,unknown,young,False
17329689,GRH GROUP SERVICES UK LTD,104 GLENFIELDS NORTH,PETERBOROUGH,PE7 1GG,78200,Temporary employment agency activities,NO ACCOUNTS FILED,09/07/2026,business_services,unknown,young,False
17338692,SDP CONSULTANT LTD,69 CASTLETON ROAD,RUISLIP,HA4 9QH,62020,Information technology consultancy activities,NO ACCOUNTS FILED,14/07/2026,business_services,unknown,young,False
17344136,ALNA SYSTEMS LTD,356 WESTMINSTER ROAD,LIVERPOOL,L4 3TF,41201,Construction of commercial buildings,NO ACCOUNTS FILED,16/07/2026,construction_trades,unknown,young,False
17348613,MAJO GLOBAL GROUP LTD,71-75 SHELTON STREET,LONDON,WC2H 9JQ,46900,Non-specialised wholesale trade,NO ACCOUNTS FILED,20/07/2026,wholesale_retail,unknown,young,False
17355101,KAT ROSE LIMITED,FLAT 2,LONDON,SE19 2HJ,62020,Information technology consultancy activities,NO ACCOUNTS FILED,22/07/2026,business_services,unknown,young,False
17359846,THE LEMONADE PROJECT CIC,9 DAGMAR ROAD,LONDON,N22 7RT,62090,Other information technology service activities,NO ACCOUNTS FILED,24/07/2026,business_services,unknown,young,False
17365881,THE SOCIAL DEPT. LIMITED,36 ANCASTER AVENUE,GRIMSBY,DN33 3LL,73110,Advertising agencies,NO ACCOUNTS FILED,28/07/2026,business_services,unknown,young,False
NI015405,NORTHERN CANDLES LIMITED,10 CARRICKROVADY ROAD,NEWRY,BT34 1SN,32990,Other manufacturing n.e.c.,TOTAL EXEMPTION FULL,09/02/1982,manufacturing,small,old,False
NI047173,KANE GROUP BUILDING SERVICES LTD,UNIT 18 - 19 SCARVA INDUSTRIAL ESTATE,BANBRIDGE,BT32 3QD,43220,"Plumbing, heat and air-conditioning installation",FULL,07/07/2003,construction_trades,larger,old,False
NI054945,ROUTE 26 LIMITED,C/O LIMEPARK,ARMOY,BT53 8XJ,47110,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",TOTAL EXEMPTION FULL,27/04/2005,wholesale_retail,small,old,False
NI056692,BOA HOMES LTD,51 CROSSAN ROAD,,BT78 3TP,41202,Construction of domestic buildings,TOTAL EXEMPTION FULL,04/10/2005,construction_trades,small,old,False
NI603750,JGTF ENTERPRISES LTD,101A SPENCER ROAD,LONDONDERRY,BT47 6AE,70229,Management consultancy activities other than financial management,MICRO ENTITY,08/07/2010,business_services,micro,old,False
NI618460,GM WALLTRACKING BANBRIDGE LTD,2 SCARVA STREET,BANBRIDGE,BT32 3DA,43999,Other specialised construction activities n.e.c.,TOTAL EXEMPTION FULL,17/05/2013,construction_trades,small,old,False
NI653020,SKG HAULAGE LTD,1 CORRY PLACE,BELFAST,BT3 9AH,49410,Freight transport by road,MICRO ENTITY,15/05/2018,transport_logistics,micro,mid,False
NI686219,WRAY ENGINEERING (LISBURN) LTD,103 RAVARNETTE ROAD,LISBURN,BT27 5NF,25110,Manufacture of metal structures and parts of structures,TOTAL EXEMPTION FULL,01/03/2022,manufacturing,small,mid,False
NI732325,CAMPSIE AUTOSALVAGE LTD,8 WHITETHORN DRIVE,LONDONDERRY,BT47 3DJ,45112,Sale of used cars and light motor vehicles,NO ACCOUNTS FILED,13/08/2025,wholesale_retail,unknown,young,False
SC189746,RYBOND LIMITED,1ST FLOOR,JOHNSTONE,PA5 8AN,82990,Other business support service activities n.e.c.,TOTAL EXEMPTION FULL,28/09/1998,business_services,small,old,False
SC350372,GC ENGINEERING SERVICES LIMITED,22E SOUTH CHESTERS GARDENS,BONNYRIGG,EH19 3GF,71122,Engineering related scientific and technical consulting activities,MICRO ENTITY,24/10/2008,business_services,micro,old,False
SC383081,SPENCER DIXON LIMITED,20 VERT COURT,HADDINGTON,EH41 3PX,49320,Taxi operation,MICRO ENTITY,03/08/2010,transport_logistics,micro,old,False
SC384457,AD DESIGN LIMITED,3 ST. ERCHARD GARDENS,ABOYNE,AB34 5DG,71121,Engineering design activities for industrial process and production,MICRO ENTITY,31/08/2010,business_services,micro,old,False
SC410951,DTA & COMPANY LTD,54A COW WYND,FALKIRK,FK1 1PU,69201,Accounting and auditing activities,MICRO ENTITY,09/11/2011,business_services,micro,old,False
SC459114,THOMSON PETTIE LIMITED,WHITESHAW,CARLUKE,ML8 5EJ,25990,Manufacture of other fabricated metal products n.e.c.,MEDIUM,13/09/2013,manufacturing,larger,old,False
SC500389,INCREDIBLE DETAIL LIMITED,"UNIT 5B, BLOCK 8 FOURTH ROAD",GLASGOW,G72 0AD,45200,Maintenance and repair of motor vehicles,MICRO ENTITY,13/03/2015,wholesale_retail,micro,old,False
SC530705,AILSA MACKIE LTD,10 KINGSBURGH CRESCENT,EDINBURGH,EH5 1JF,74100,specialised design activities,TOTAL EXEMPTION FULL,24/03/2016,business_services,small,mid,False
SC606420,GAS GLASGOW LIMITED,WESTERTON BUSINESS CENTRE 110A MAXWELL AVENUE,GLASGOW,G61 1HU,43220,"Plumbing, heat and air-conditioning installation",MICRO ENTITY,28/08/2018,construction_trades,micro,mid,True
SC691178,TRASH MUSIC PROJECTS LTD,THE MUGSHACK 4 ALLANDER WALK,CUMBERNAULD,G67 1DW,32200,Manufacture of musical instruments,TOTAL EXEMPTION FULL,04/03/2021,manufacturing,small,mid,False
SC771007,HI-Q (EDINBURGH) LTD,69 GLENCOE,BATHGATE,EH47 8AS,43390,Other building completion and finishing,MICRO ENTITY,30/05/2023,construction_trades,micro,mid,False
SC787605,ISLE OF HARRIS BREWERY LIMITED,6 BORRISDALE,ISLE OF HARRIS,HS5 3UE,11050,Manufacture of beer,TOTAL EXEMPTION FULL,30/10/2023,manufacturing,small,mid,False
SC801153,PLUG-IN FINANCE LTD,8 BRENNAN CRESCENT,AIRDRIE,ML6 9HU,70221,Financial management,MICRO ENTITY,29/02/2024,business_services,micro,young,False
SC816015,SAVER MART LIMITED,22A ECCLESMACHAN ROAD,BROXBURN,EH52 6DB,47990,"Other retail sale not in stores, stalls or markets",MICRO ENTITY,10/07/2024,wholesale_retail,micro,young,False
SC816622,G20 EDIN LTD,OFFICE 1,EDINBURGH,EH9 1AD,41100,Development of building projects,TOTAL EXEMPTION FULL,16/07/2024,construction_trades,small,young,False
SC854993,AURORA SYNAPSE THERAPEUTICS LIMITED,19B ORCHARD STREET,RENFREW,PA4 8RJ,20420,Manufacture of perfumes and toilet preparations,NO ACCOUNTS FILED,08/07/2025,manufacturing,unknown,young,False
SC889018,BAX FAO LTD,1/1 1937 MARYHILL ROAD,GLASGOW,G20 0BX,46499,Wholesale of household goods (other than musical instruments) n.e.c.,NO ACCOUNTS FILED,08/05/2026,wholesale_retail,unknown,young,False
